avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
20.00,66.50,41.97,1749.00,11.00,3.50,121.50,1.87,2.00,1.00,3.00,0.00,6.00,0.00,2.00,2.00,0.00,4.00,15.59,0.39,1.06,228.00,6.00,11.50,13.88,62.00,3.00,0.50,10.50,0.04,0.00,1.00,3.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00,4.86,0.39,1.06,1.00,12.00,23.00,27.76,124.00,6.00,1.00,21.00,0.07,0.00,2.00,6.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,9.71,0.77,2.11,2.00,26.00,78.00,55.85,1811.00,14.00,4.00,132.00,1.90,2.00,2.00,6.00,0.00,8.00,0.00,4.00,4.00,0.00,4.00,20.44,0.77,2.11,229.00,14.00,55.00,28.09,1687.00,8.00,3.00,111.00,1.83,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,10.73,0.00,0.00,227.00,14.00,55.00,28.09,1687.00,8.00,3.00,111.00,1.83,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,10.73,0.00,0.00,227.00
7.33,70.67,15.60,1613.82,9.33,2.33,100.33,1.74,2.00,0.67,0.00,0.00,2.67,0.00,3.33,0.00,0.00,3.33,10.51,0.51,0.00,195.00,3.78,2.44,7.59,489.45,4.89,0.44,13.78,0.20,0.00,0.44,0.00,0.00,0.44,0.00,2.22,0.00,0.00,2.22,3.98,0.68,0.00,20.00,9.00,6.00,17.97,1414.53,11.00,1.00,37.00,0.47,0.00,1.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,5.00,9.31,1.52,0.00,59.00,13.00,73.00,26.98,2348.00,13.00,3.00,121.00,2.04,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,16.48,1.52,0.00,225.00,4.00,67.00,9.01,933.47,2.00,2.00,84.00,1.57,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.17,0.00,0.00,166.00,4.00,67.00,9.01,933.47,2.00,2.00,84.00,1.57,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.17,0.00,0.00,166.00
13.00,73.33,27.65,764.20,12.33,2.67,95.00,2.84,2.00,2.67,1.00,0.00,5.67,0.00,1.33,2.33,0.00,3.67,10.41,0.00,0.00,84.33,6.67,18.22,15.53,945.87,4.89,0.89,38.67,0.80,0.00,1.78,1.33,0.00,0.44,0.00,0.89,3.11,0.00,2.22,1.74,0.00,0.00,96.44,15.00,41.00,34.94,2128.20,11.00,2.00,87.00,1.81,0.00,4.00,3.00,0.00,1.00,0.00,2.00,7.00,0.00,5.00,3.91,0.00,0.00,217.00,23.00,87.00,50.94,2183.00,16.00,4.00,153.00,3.44,2.00,4.00,3.00,0.00,6.00,0.00,2.00,7.00,0.00,7.00,13.01,0.00,0.00,229.00,8.00,46.00,16.00,54.80,5.00,2.00,66.00,1.63,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
48.75,65.25,114.62,644.12,11.25,5.08,149.25,1.64,2.00,0.00,9.25,0.00,11.25,0.00,0.00,0.75,0.00,0.75,20.95,0.00,0.00,194.00,1.38,8.71,4.05,91.48,1.38,0.15,9.63,0.09,0.00,0.00,1.38,0.00,1.38,0.00,0.00,1.38,0.00,1.38,2.66,0.00,0.00,0.00,9.00,57.00,26.49,598.78,9.00,1.00,63.00,0.59,0.00,0.00,9.00,0.00,9.00,0.00,0.00,9.00,0.00,9.00,17.40,0.00,0.00,0.00,57.00,70.00,138.91,1193.00,12.00,6.00,207.00,1.69,2.00,0.00,10.00,0.00,12.00,0.00,0.00,9.00,0.00,9.00,36.90,0.00,0.00,194.00,48.00,13.00,112.41,594.22,3.00,5.00,144.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00,48.00,70.00,112.41,594.22,12.00,5.00,144.00,1.69,2.00,0.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00
47.80,69.80,111.46,989.07,11.80,5.00,140.80,1.95,1.20,0.60,10.00,0.00,11.80,0.00,3.00,0.00,0.00,3.00,20.32,0.00,0.00,173.40,1.44,6.24,4.03,671.18,1.44,0.00,1.44,0.20,0.96,0.48,0.00,0.00,1.44,0.00,2.40,0.00,0.00,2.40,4.73,0.00,0.00,41.28,3.00,13.00,8.40,1398.30,3.00,0.00,3.00,0.42,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,9.85,0.00,0.00,86.00,49.00,75.00,114.82,1828.05,13.00,5.00,142.00,2.20,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,24.26,0.00,0.00,225.00,46.00,62.00,106.42,429.75,10.00,5.00,139.00,1.78,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,139.00,49.00,75.00,114.82,429.75,13.00,5.00,142.00,1.78,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,24.26,0.00,0.00,139.00
28.50,58.25,63.53,680.68,10.50,4.00,134.00,1.70,2.00,0.75,7.75,0.00,10.50,0.00,3.75,2.25,0.00,6.00,19.70,0.00,0.00,96.50,3.75,23.63,9.29,566.66,3.75,0.00,18.00,0.17,0.00,0.38,3.38,0.00,3.75,0.00,1.88,3.38,0.00,1.50,1.27,0.00,0.00,48.75,10.00,63.00,24.77,1511.09,10.00,0.00,48.00,0.45,0.00,1.00,9.00,0.00,10.00,0.00,5.00,9.00,0.00,4.00,3.38,0.00,0.00,130.00,31.00,74.00,69.72,1814.00,13.00,4.00,170.00,1.81,2.00,1.00,10.00,0.00,13.00,0.00,5.00,9.00,0.00,9.00,22.24,0.00,0.00,194.00,21.00,11.00,44.96,302.91,3.00,4.00,122.00,1.36,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00,31.00,74.00,69.72,302.91,13.00,4.00,122.00,1.81,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00
48.00,50.00,113.94,1188.84,7.50,5.00,157.00,1.44,2.00,0.00,5.00,5.00,12.00,0.00,0.00,0.00,2.00,2.00,22.60,0.00,0.00,194.00,18.00,19.00,48.56,496.16,4.50,1.00,35.00,0.22,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,2.00,8.64,0.00,0.00,0.00,36.00,38.00,97.12,992.32,9.00,2.00,70.00,0.43,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,4.00,4.00,17.28,0.00,0.00,0.00,66.00,69.00,162.50,1685.00,12.00,6.00,192.00,1.65,2.00,0.00,10.00,10.00,12.00,0.00,0.00,0.00,4.00,4.00,31.24,0.00,0.00,194.00,30.00,31.00,65.38,692.68,3.00,4.00,122.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00,30.00,31.00,65.38,692.68,3.00,4.00,122.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00
24.80,58.60,55.59,680.33,5.40,3.80,152.80,1.41,1.80,0.60,3.00,0.00,5.40,0.20,1.20,0.00,0.00,1.40,36.05,0.00,0.00,185.10,15.12,22.24,37.88,242.67,5.16,0.80,20.08,0.33,0.32,0.84,4.20,0.00,5.16,0.32,1.68,0.00,0.00,1.56,14.82,0.00,0.00,26.46,38.00,77.00,94.41,586.47,13.00,2.00,64.00,1.14,1.00,2.00,10.00,0.00,13.00,1.00,4.00,0.00,0.00,4.00,50.22,0.00,0.00,88.00,50.00,80.00,118.71,923.00,14.00,5.00,203.00,1.96,2.00,2.00,10.00,0.00,14.00,1.00,4.00,0.00,0.00,4.00,73.11,0.00,0.00,229.00,12.00,3.00,24.31,336.53,1.00,3.00,139.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.89,0.00,0.00,141.00,12.00,68.00,24.31,923.00,2.00,3.00,141.00,1.31,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,22.89,0.00,0.00,194.00
53.33,75.11,128.32,405.22,13.33,5.22,162.22,2.18,1.78,3.78,7.78,0.00,13.33,0.22,0.89,0.00,0.00,1.11,58.27,0.76,0.00,110.44,0.74,31.16,2.04,70.54,5.48,0.35,36.35,0.64,0.35,1.68,3.46,0.00,5.48,0.35,0.40,0.00,0.00,0.20,25.56,0.40,0.00,61.93,3.00,91.00,6.00,421.07,16.00,1.00,106.00,1.87,1.00,5.00,10.00,0.00,16.00,1.00,2.00,0.00,0.00,1.00,81.00,1.06,0.00,165.00,55.00,96.00,132.91,722.66,17.00,6.00,244.00,2.66,2.00,5.00,10.00,0.00,17.00,1.00,2.00,0.00,0.00,2.00,115.77,1.06,0.00,229.00,52.00,5.00,126.90,301.59,1.00,5.00,138.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,34.76,0.00,0.00,64.00,53.00,96.00,126.90,386.85,17.00,5.00,139.00,2.66,2.00,5.00,10.00,0.00,17.00,0.00,1.00,0.00,0.00,1.00,43.02,1.06,0.00,64.00
9.85,69.15,22.85,2303.54,12.23,2.31,92.08,1.98,2.00,0.92,0.00,0.92,3.85,0.00,4.62,0.00,0.15,4.77,8.97,1.41,0.00,168.15,8.95,5.25,22.22,82.08,1.42,0.57,14.91,0.11,0.00,0.14,0.00,1.70,1.56,0.00,0.71,0.00,0.28,0.43,3.33,0.22,0.00,3.98,63.00,37.00,156.45,578.00,10.00,4.00,105.00,0.80,0.00,1.00,0.00,12.00,11.00,0.00,5.00,0.00,2.00,3.00,23.41,1.52,0.00,28.00,68.00,72.00,167.26,2348.00,13.00,6.00,189.00,2.04,2.00,1.00,0.00,12.00,14.00,0.00,5.00,0.00,2.00,5.00,30.59,1.52,0.00,194.00,5.00,35.00,10.81,1770.00,3.00,2.00,84.00,1.24,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,7.17,0.00,0.00,166.00,5.00,72.00,10.81,2348.00,13.00,2.00,84.00,2.04,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,7.17,1.52,0.00,166.00
14.00,59.00,30.88,2265.50,9.00,3.00,118.50,1.84,2.00,0.50,1.50,0.00,4.00,0.00,2.50,3.50,0.00,6.00,10.09,0.76,0.00,197.50,9.00,13.00,20.07,82.50,4.00,1.00,34.50,0.21,0.00,0.50,1.50,0.00,1.00,0.00,2.50,3.50,0.00,1.00,2.92,0.76,0.00,31.50,18.00,26.00,40.13,165.00,8.00,2.00,69.00,0.41,0.00,1.00,3.00,0.00,2.00,0.00,5.00,7.00,0.00,2.00,5.84,1.52,0.00,63.00,23.00,72.00,50.94,2348.00,13.00,4.00,153.00,2.04,2.00,1.00,3.00,0.00,5.00,0.00,5.00,7.00,0.00,7.00,13.01,1.52,0.00,229.00,5.00,46.00,10.81,2183.00,5.00,2.00,84.00,1.63,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,7.17,0.00,0.00,166.00,5.00,46.00,10.81,2183.00,5.00,2.00,84.00,1.63,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,7.17,0.00,0.00,166.00
32.59,58.29,73.42,743.64,10.35,4.24,138.59,1.67,2.00,0.71,7.65,0.00,10.35,0.00,3.53,2.35,0.00,5.88,21.56,0.00,0.12,104.29,3.02,22.17,7.29,622.21,3.74,0.36,24.19,0.21,0.00,0.42,3.32,0.00,3.74,0.00,2.08,3.32,0.00,1.47,5.09,0.00,0.23,56.89,13.00,62.00,33.06,1508.09,10.00,1.00,68.00,0.61,0.00,1.00,9.00,0.00,10.00,0.00,5.00,9.00,0.00,5.00,21.64,0.00,2.11,165.00,39.00,74.00,88.91,1811.00,13.00,5.00,190.00,1.83,2.00,1.00,10.00,0.00,13.00,0.00,5.00,9.00,0.00,9.00,32.37,0.00,2.11,229.00,26.00,12.00,55.85,302.91,3.00,4.00,122.00,1.22,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,10.73,0.00,0.00,64.00,31.00,74.00,69.72,302.91,13.00,4.00,122.00,1.81,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00
44.00,46.00,101.12,1173.29,8.00,5.00,161.67,1.60,1.33,0.00,6.67,0.00,8.00,0.67,0.00,0.00,0.00,0.67,28.96,0.00,0.00,225.00,4.00,25.33,9.00,82.19,4.00,0.00,22.22,0.44,0.44,0.00,4.44,0.00,4.00,0.44,0.00,0.00,0.00,0.44,16.84,0.00,0.00,0.00,9.00,57.00,20.25,184.93,9.00,0.00,50.00,0.98,1.00,0.00,10.00,0.00,9.00,1.00,0.00,0.00,0.00,1.00,37.90,0.00,0.00,0.00,47.00,65.00,107.87,1234.93,11.00,5.00,195.00,1.93,2.00,0.00,10.00,0.00,11.00,1.00,0.00,0.00,0.00,1.00,54.23,0.00,0.00,225.00,38.00,8.00,87.62,1050.00,2.00,5.00,145.00,0.95,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.33,0.00,0.00,225.00,47.00,65.00,107.87,1234.93,11.00,5.00,145.00,1.93,1.00,0.00,10.00,0.00,11.00,1.00,0.00,0.00,0.00,1.00,16.33,0.00,0.00,225.00
18.86,50.71,40.99,454.50,9.43,3.29,136.00,1.80,1.57,2.14,1.43,0.00,5.14,0.43,1.29,0.00,0.00,1.71,28.09,0.94,0.00,151.86,9.18,41.76,23.08,128.37,7.22,0.49,26.57,0.74,0.49,1.84,2.45,0.00,3.55,0.49,1.10,0.00,0.00,0.61,1.98,1.08,0.00,70.16,40.00,86.00,98.77,532.91,15.00,2.00,61.00,1.65,1.00,4.00,10.00,0.00,14.00,1.00,3.00,0.00,0.00,2.00,5.77,2.20,0.00,159.00,51.00,88.00,121.76,903.78,16.00,5.00,166.00,2.58,2.00,4.00,10.00,0.00,15.00,1.00,3.00,0.00,0.00,3.00,31.56,2.20,0.00,229.00,11.00,2.00,22.99,370.87,1.00,3.00,105.00,0.93,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,25.79,0.00,0.00,70.00,11.00,2.00,22.99,370.87,1.00,3.00,105.00,0.93,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,25.79,0.00,0.00,70.00
38.00,67.50,86.86,1909.20,11.00,4.50,133.00,2.11,1.50,1.00,8.50,0.00,11.00,0.50,2.00,1.50,0.00,4.00,18.26,0.19,0.00,209.50,6.00,11.50,14.22,697.80,3.00,0.50,13.00,0.10,0.50,1.00,1.50,0.00,3.00,0.50,2.00,1.50,0.00,0.00,4.75,0.19,0.00,15.50,12.00,23.00,28.43,1395.60,6.00,1.00,26.00,0.19,1.00,2.00,3.00,0.00,6.00,1.00,4.00,3.00,0.00,0.00,9.50,0.38,0.00,31.00,44.00,79.00,101.07,2607.00,14.00,5.00,146.00,2.20,2.00,2.00,10.00,0.00,14.00,1.00,4.00,3.00,0.00,4.00,23.01,0.38,0.00,225.00,32.00,56.00,72.64,1211.40,8.00,4.00,120.00,2.01,1.00,0.00,7.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,13.51,0.00,0.00,194.00,32.00,56.00,72.64,1211.40,8.00,4.00,120.00,2.01,1.00,0.00,7.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,13.51,0.00,0.00,194.00
30.00,65.67,66.63,548.87,12.00,4.00,138.67,2.31,2.00,3.33,6.67,0.00,12.00,0.00,0.67,0.00,0.00,0.67,32.24,0.97,0.00,117.67,6.67,39.11,17.70,377.42,6.67,0.00,24.89,0.87,0.00,2.22,4.44,0.00,6.67,0.00,0.44,0.00,0.00,0.44,3.68,0.65,0.00,71.56,15.00,88.00,39.83,849.20,15.00,0.00,56.00,1.96,0.00,5.00,10.00,0.00,15.00,0.00,1.00,0.00,0.00,1.00,8.29,1.46,0.00,161.00,35.00,95.00,79.90,1115.00,17.00,4.00,176.00,2.96,2.00,5.00,10.00,0.00,17.00,0.00,1.00,0.00,0.00,1.00,37.77,1.46,0.00,225.00,20.00,7.00,40.08,265.80,2.00,4.00,120.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,29.48,0.00,0.00,64.00,35.00,95.00,79.90,265.80,17.00,4.00,120.00,2.96,2.00,5.00,10.00,0.00,17.00,0.00,1.00,0.00,0.00,1.00,29.48,1.46,0.00,64.00
36.00,49.50,84.18,236.60,9.00,4.50,173.00,1.98,1.50,2.50,0.00,0.00,4.00,0.50,0.50,0.00,0.00,1.00,70.13,1.25,0.00,146.50,19.00,44.50,48.73,65.00,8.00,1.50,71.00,1.19,0.50,2.50,0.00,0.00,3.00,0.50,0.50,0.00,0.00,0.00,45.63,1.25,0.00,82.50,38.00,89.00,97.45,129.99,16.00,3.00,142.00,2.37,1.00,5.00,0.00,0.00,6.00,1.00,1.00,0.00,0.00,0.00,91.27,2.49,0.00,165.00,55.00,94.00,132.91,301.59,17.00,6.00,244.00,3.16,2.00,5.00,0.00,0.00,7.00,1.00,1.00,0.00,0.00,1.00,115.77,2.49,0.00,229.00,17.00,5.00,35.45,171.60,1.00,3.00,102.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,24.50,0.00,0.00,64.00,17.00,5.00,35.45,171.60,1.00,3.00,102.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,24.50,0.00,0.00,64.00
68.14,44.29,168.94,915.03,8.14,6.00,181.71,1.49,2.00,1.29,4.86,6.00,14.14,0.00,1.29,5.14,0.00,6.43,35.21,0.00,0.00,116.00,12.74,35.76,34.32,317.68,5.88,0.00,28.90,0.45,0.00,1.47,4.41,6.86,12.74,0.00,1.47,4.41,0.00,2.94,1.93,0.00,0.00,89.14,26.00,73.00,70.08,648.60,12.00,0.00,59.00,0.92,0.00,3.00,9.00,14.00,26.00,0.00,3.00,9.00,0.00,6.00,3.95,0.00,0.00,182.00,83.00,86.00,208.98,1193.00,15.00,6.00,207.00,2.02,2.00,3.00,10.00,14.00,29.00,0.00,3.00,9.00,0.00,9.00,36.90,0.00,0.00,194.00,57.00,13.00,138.91,544.40,3.00,6.00,148.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,32.95,0.00,0.00,12.00,57.00,13.00,138.91,1193.00,3.00,6.00,207.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,9.00,0.00,9.00,36.90,0.00,0.00,194.00
37.83,57.83,85.35,1542.20,9.17,4.50,138.67,1.76,2.00,0.00,7.00,1.83,10.83,0.00,0.00,1.33,0.50,1.83,15.25,0.00,0.40,214.67,13.11,8.28,35.55,315.99,2.06,0.67,19.56,0.20,0.00,0.00,2.33,3.06,1.11,0.00,0.00,0.89,0.83,0.61,6.58,0.00,0.27,13.78,39.00,37.00,106.24,1152.78,9.00,2.00,68.00,0.68,0.00,0.00,10.00,11.00,3.00,0.00,0.00,2.00,3.00,3.00,20.41,0.00,0.60,31.00,67.00,70.00,164.93,1747.00,12.00,6.00,192.00,1.91,2.00,0.00,10.00,11.00,13.00,0.00,0.00,2.00,3.00,3.00,30.73,0.00,0.60,225.00,28.00,33.00,58.69,594.22,3.00,4.00,124.00,1.23,2.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.32,0.00,0.00,194.00,28.00,61.00,58.69,1728.00,10.00,4.00,124.00,1.91,2.00,0.00,8.00,0.00,10.00,0.00,0.00,2.00,0.00,2.00,10.32,0.00,0.60,225.00
13.33,30.33,30.95,467.13,6.00,2.67,125.33,1.50,1.33,1.33,3.33,0.00,6.00,0.67,0.67,0.00,0.00,1.33,19.70,0.27,0.00,157.33,13.78,39.11,32.01,17.92,6.67,0.89,3.56,0.70,0.44,1.78,4.44,0.00,6.67,0.44,0.89,0.00,0.00,0.44,4.15,0.36,0.00,95.56,31.00,88.00,72.02,40.31,15.00,2.00,8.00,1.57,1.00,4.00,10.00,0.00,15.00,1.00,2.00,0.00,0.00,1.00,9.33,0.80,0.00,215.00,34.00,89.00,78.96,494.00,16.00,4.00,128.00,2.55,2.00,4.00,10.00,0.00,16.00,1.00,2.00,0.00,0.00,2.00,25.92,0.80,0.00,229.00,3.00,1.00,6.94,453.69,1.00,2.00,120.00,0.98,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,16.59,0.00,0.00,14.00,3.00,1.00,6.94,453.69,1.00,2.00,128.00,0.98,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,16.59,0.00,0.00,229.00
26.50,72.00,60.21,945.55,12.50,3.50,105.00,2.62,1.00,1.50,5.00,0.00,7.50,0.00,1.50,0.00,0.00,1.50,14.59,3.22,0.00,209.50,19.50,10.00,46.21,882.50,2.50,1.50,34.00,0.42,1.00,1.50,5.00,0.00,2.50,0.00,1.50,0.00,0.00,1.50,0.18,3.22,0.00,15.50,39.00,20.00,92.41,1765.00,5.00,3.00,68.00,0.84,2.00,3.00,10.00,0.00,5.00,0.00,3.00,0.00,0.00,3.00,0.36,6.44,0.00,31.00,46.00,82.00,106.42,1828.05,15.00,5.00,139.00,3.04,2.00,3.00,10.00,0.00,10.00,0.00,3.00,0.00,0.00,3.00,14.77,6.44,0.00,225.00,7.00,62.00,14.01,63.05,10.00,2.00,71.00,2.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00,7.00,62.00,14.01,63.05,10.00,2.00,71.00,2.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00
35.00,43.00,79.31,1050.96,8.00,4.50,156.00,1.52,2.00,0.50,5.50,0.00,8.00,0.00,2.50,4.50,0.00,7.00,25.61,0.00,0.00,129.00,4.00,31.00,9.59,748.05,5.00,0.50,34.00,0.30,0.00,0.50,4.50,0.00,5.00,0.00,2.50,4.50,0.00,2.00,6.75,0.00,0.00,65.00,8.00,62.00,19.18,1496.09,10.00,1.00,68.00,0.59,0.00,1.00,9.00,0.00,10.00,0.00,5.00,9.00,0.00,4.00,13.51,0.00,0.00,130.00,39.00,74.00,88.91,1799.00,13.00,5.00,190.00,1.81,2.00,1.00,10.00,0.00,13.00,0.00,5.00,9.00,0.00,9.00,32.37,0.00,0.00,194.00,31.00,12.00,69.72,302.91,3.00,4.00,122.00,1.22,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00,31.00,12.00,69.72,302.91,3.00,4.00,122.00,1.22,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00
44.50,57.50,102.62,1903.04,8.50,5.00,148.00,1.98,0.50,0.00,8.00,0.00,8.50,0.00,0.00,2.00,0.00,2.00,16.61,0.00,0.00,217.25,2.25,6.75,5.70,112.48,2.25,0.00,13.50,0.33,0.75,0.00,3.00,0.00,2.25,0.00,0.00,3.00,0.00,3.00,3.29,0.00,0.00,11.63,6.00,18.00,15.20,299.95,6.00,0.00,36.00,0.87,2.00,0.00,8.00,0.00,6.00,0.00,0.00,8.00,0.00,8.00,8.79,0.00,0.00,31.00,46.00,62.00,106.42,2128.00,10.00,5.00,175.00,2.20,2.00,0.00,10.00,0.00,10.00,0.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,225.00,40.00,44.00,91.22,1828.05,4.00,5.00,139.00,1.33,0.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00,46.00,62.00,106.42,1828.05,10.00,5.00,139.00,2.20,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00
16.25,60.50,35.22,2280.62,9.25,3.25,125.75,1.86,2.00,0.75,1.50,0.00,4.25,0.00,2.25,3.50,0.00,5.75,12.04,1.12,0.00,219.25,6.75,14.50,15.72,771.19,4.25,0.75,27.25,0.35,0.00,0.75,1.50,0.00,0.75,0.00,2.25,3.50,0.00,1.25,3.20,1.69,0.00,12.63,17.00,31.00,38.93,2889.53,9.00,2.00,77.00,0.94,0.00,2.00,3.00,0.00,2.00,0.00,5.00,7.00,0.00,3.00,10.84,4.50,0.00,35.00,23.00,77.00,50.94,3823.00,14.00,4.00,153.00,2.55,2.00,2.00,3.00,0.00,5.00,0.00,5.00,7.00,0.00,7.00,16.48,4.50,0.00,229.00,6.00,46.00,12.01,933.47,5.00,2.00,76.00,1.61,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,194.00,23.00,46.00,50.94,2183.00,5.00,4.00,153.00,1.63,2.00,0.00,3.00,0.00,5.00,0.00,0.00,7.00,0.00,7.00,13.01,0.00,0.00,229.00
